Timestamp,Presence,Movement,MovingRange,BreathingRate,HeartRate,PredHeart,PredBreath,AnomalyScore,IsAnomaly
2026-01-27 00:51:36.657369,1,1,1,25,92,92.303,24.857,0.00002135,1
2026-01-27 00:51:39.523558,1,1,1,25,91,91.425,24.872,0.00002111,1
2026-01-27 00:51:43.442986,1,1,1,25,88,88.529,24.881,0.00002041,1
2026-01-27 00:51:46.717206,1,1,1,25,85,85.237,24.858,0.00001966,1
2026-01-27 00:51:50.507560,1,1,1,24,82,82.215,24.021,0.00002126,1
2026-01-27 00:51:54.428905,1,1,1,24,79,79.019,23.896,0.00002115,1
2026-01-27 00:51:57.275513,1,1,1,23,79,78.657,23.111,0.00002984,1
2026-01-27 00:52:00.072399,1,2,16,22,79,78.817,21.954,0.00002622,1
2026-01-27 00:52:03.223841,1,2,43,22,79,78.848,21.999,0.00001922,1
2026-01-27 00:52:06.380704,1,2,7,24,107,107.389,23.958,0.00011919,1
2026-01-27 00:52:10.185741,1,2,19,24,113,107.093,24.134,0.00026481,1
2026-01-27 00:52:13.136627,1,1,11,23,116,116.406,23.249,0.00020688,1
2026-01-27 00:52:16.721103,1,2,9,24,119,114.469,23.524,0.00027491,1
2026-01-27 00:52:19.486179,1,2,12,23,122,117.700,23.789,0.00043247,1
2026-01-27 00:52:22.252025,1,2,9,23,122,118.231,23.007,0.00037724,1
2026-01-27 00:52:26.552211,1,2,1,23,116,116.810,22.694,0.00021680,1
2026-01-27 00:52:29.316485,1,2,61,23,110,110.283,22.985,0.00045408,1
2026-01-27 00:52:32.797001,1,2,31,23,104,104.615,22.758,0.00033828,1
2026-01-27 00:52:36.094612,1,2,14,23,108,106.312,22.743,0.00051039,1
2026-01-27 00:52:38.633029,1,2,26,24,111,109.177,24.194,0.00053375,1
2026-01-27 00:52:41.320360,1,2,4,24,114,112.395,24.237,0.00041491,1
2026-01-27 00:52:45.085998,1,2,14,23,117,114.742,23.170,0.00045909,1
2026-01-27 00:52:49.488135,1,2,3,24,120,116.235,23.998,0.00038731,1
2026-01-27 00:52:52.842016,1,2,7,24,114,114.919,23.870,0.00023091,1
2026-01-27 00:52:56.086503,1,2,6,23,108,109.304,22.728,0.00015761,1
2026-01-27 00:52:59.012015,1,2,3,20,102,102.012,20.117,0.00015464,1
2026-01-27 00:53:01.981672,1,2,4,20,98,97.465,20.062,0.00016220,1
2026-01-27 00:53:04.715635,1,2,3,20,95,95.832,19.885,0.00015388,1
2026-01-27 00:53:09.051302,1,2,8,19,90,91.412,19.109,0.00016781,1
2026-01-27 00:53:15.088268,1,2,7,18,84,83.772,17.993,0.00016592,1
2026-01-27 00:53:19.463147,1,2,3,18,80,79.764,17.886,0.00016900,1
2026-01-27 00:53:22.769338,1,2,7,18,80,79.490,18.099,0.00006443,1
2026-01-27 00:53:26.565480,1,2,1,18,80,79.775,18.043,0.00005170,1
2026-01-27 00:53:30.380852,1,2,6,18,80,79.495,18.011,0.00003607,1
2026-01-27 00:53:34.156225,1,2,3,18,79,78.846,17.966,0.00004396,1
2026-01-27 00:53:38.742722,1,2,9,18,79,78.951,17.947,0.00003468,1
2026-01-27 00:53:42.737433,1,2,4,18,79,79.175,17.926,0.00004577,1
2026-01-27 00:53:46.013414,1,2,1,18,106,106.938,18.327,0.00010847,1
2026-01-27 00:53:48.881088,1,1,3,23,109,105.770,23.064,0.00014356,1
