Timestamp,Presence,Movement,MovingRange,BreathingRate,HeartRate
2026-01-24 22:57:11.158342,1,1,1,0,0
2026-01-24 22:57:14.576979,1,2,31,0,0
2026-01-24 22:57:18.288412,1,2,19,0,0
2026-01-24 22:57:22.242213,1,2,7,24,0
2026-01-24 22:57:26.097063,1,2,4,23,117
2026-01-24 22:57:28.905916,1,2,9,23,120
2026-01-24 22:57:31.901374,1,1,1,23,123
2026-01-24 22:57:35.736715,1,1,2,24,126
2026-01-24 22:57:38.972593,1,2,5,22,120
2026-01-24 22:57:42.693007,1,2,7,20,114
2026-01-24 22:57:46.628176,1,2,5,19,108
2026-01-24 22:57:50.336756,1,2,11,19,96
2026-01-24 22:57:54.170922,1,2,11,19,90
2026-01-24 22:57:57.086581,1,2,5,17,86
2026-01-24 22:58:00.286684,1,2,12,17,86
2026-01-24 22:58:03.836951,1,2,2,16,86
2026-01-24 22:58:06.659441,1,2,9,16,86
2026-01-24 22:58:09.574389,1,2,7,15,80
2026-01-24 22:58:13.354561,1,2,7,15,74
2026-01-24 22:58:16.221644,1,2,7,15,70
2026-01-24 22:58:20.112848,1,2,20,15,64
2026-01-24 22:58:22.986669,1,1,5,15,63
2026-01-24 22:58:25.848188,1,2,5,15,63
2026-01-24 22:58:29.636925,1,2,5,15,63
2026-01-24 22:58:33.016055,1,2,9,15,65
2026-01-24 22:58:36.000114,1,2,4,15,67
2026-01-24 22:58:38.756671,1,2,6,15,67
2026-01-24 22:58:41.664731,1,2,8,15,64
2026-01-24 22:58:44.607835,1,2,7,15,63
2026-01-24 22:58:47.338469,1,2,9,16,63
2026-01-24 22:58:51.549775,1,2,2,16,63
2026-01-24 22:58:55.236950,1,2,2,16,66
2026-01-24 22:58:58.570367,1,1,4,16,69
2026-01-24 22:59:02.446056,1,1,7,15,75
2026-01-24 22:59:06.295452,1,2,2,15,78
2026-01-24 22:59:09.573400,1,2,5,15,81
2026-01-24 22:59:13.360888,1,2,3,15,84
2026-01-24 22:59:16.237627,1,2,2,15,83
2026-01-24 22:59:20.494481,1,2,4,15,75
2026-01-24 22:59:22.988312,1,2,9,15,72
2026-01-24 22:59:25.853777,1,2,3,15,69
2026-01-24 22:59:29.745078,1,2,6,15,66
2026-01-24 22:59:33.021694,1,1,1,15,63
2026-01-24 22:59:35.787786,1,2,11,15,62
2026-01-24 22:59:38.756186,1,2,3,15,62
2026-01-24 22:59:41.545687,1,2,1,15,62
2026-01-24 22:59:44.404995,1,2,3,15,62
2026-01-24 22:59:48.214713,1,1,9,15,62
2026-01-24 22:59:52.174520,1,2,6,15,62
2026-01-24 22:59:55.344509,1,2,1,15,62
2026-01-24 22:59:58.245590,1,2,3,15,62
2026-01-24 23:00:02.205829,1,2,4,15,62
2026-01-24 23:00:05.013527,1,2,27,15,62
2026-01-24 23:00:07.837548,1,2,30,15,62
2026-01-24 23:00:11.728941,1,2,15,15,62
2026-01-24 23:00:14.698774,1,2,23,15,62
2026-01-24 23:00:17.361092,1,2,15,15,62
2026-01-24 23:00:21.354108,1,2,35,15,63
2026-01-24 23:00:24.221685,1,2,9,15,64
2026-01-24 23:00:26.987358,1,2,13,15,64
2026-01-24 23:00:30.878417,1,2,11,15,64
2026-01-24 23:00:33.847322,1,2,38,15,64
2026-01-24 23:00:38.252537,1,2,2,15,69
2026-01-24 23:00:41.014789,1,2,2,15,72
2026-01-24 23:00:44.395152,1,1,3,15,73
2026-01-24 23:00:48.297476,1,2,20,15,70
2026-01-24 23:00:51.618691,1,2,21,15,67
2026-01-24 23:00:56.340582,1,1,3,16,64
2026-01-24 23:00:59.038742,1,1,4,16,64
2026-01-24 23:01:01.905983,1,2,6,16,64
2026-01-24 23:01:05.693505,1,1,2,16,65
2026-01-24 23:01:09.072927,1,2,22,17,68
2026-01-24 23:01:12.862127,1,2,15,19,70
2026-01-24 23:01:15.718142,1,2,1,20,70
2026-01-24 23:01:18.595334,1,2,3,21,70
2026-01-24 23:01:23.511220,1,2,4,22,70
2026-01-24 23:01:26.792866,1,1,2,21,70
2026-01-24 23:01:29.655443,1,2,7,19,70
2026-01-24 23:01:32.522404,1,2,1,19,70
2026-01-24 23:01:35.389957,1,2,2,18,70
2026-01-24 23:01:39.389282,1,2,1,17,70
2026-01-24 23:01:42.250572,1,2,1,17,70
2026-01-24 23:01:45.015167,1,2,2,17,70
2026-01-24 23:01:49.419352,1,1,5,19,70
2026-01-24 23:01:52.695109,1,1,4,17,68
2026-01-24 23:01:56.688894,1,2,2,16,67
2026-01-24 23:01:59.476791,1,2,3,16,67
2026-01-24 23:02:03.344782,1,2,12,15,67
2026-01-24 23:02:06.314506,1,2,2,15,65
2026-01-24 23:02:09.088273,1,2,2,15,64
2026-01-24 23:02:12.867939,1,2,2,15,64
2026-01-24 23:02:15.953686,1,2,13,15,64
2026-01-24 23:02:20.240356,1,1,11,15,64
2026-01-24 23:02:24.140545,1,1,2,15,64
2026-01-24 23:02:27.510888,1,1,3,15,62
2026-01-24 23:02:31.198082,1,1,10,15,62
2026-01-24 23:02:35.090302,1,2,5,15,62
2026-01-24 23:02:38.365502,1,2,2,15,62
2026-01-24 23:02:41.240492,1,2,2,15,62
2026-01-24 23:02:45.123930,1,2,7,15,62
2026-01-24 23:02:47.926540,1,2,4,15,62
2026-01-24 23:02:50.743824,1,2,3,15,62
2026-01-24 23:02:54.598952,1,1,12,15,65
2026-01-24 23:02:58.026328,1,2,2,15,68
2026-01-24 23:03:00.776229,1,2,2,15,71
2026-01-24 23:03:03.640321,1,2,23,15,72
2026-01-24 23:03:06.730331,1,2,31,15,70
2026-01-24 23:03:09.396008,1,2,15,15,72
2026-01-24 23:03:13.190041,1,2,20,15,72
2026-01-24 23:03:17.073286,1,2,28,15,72
2026-01-24 23:03:20.350172,1,2,19,15,74
2026-01-24 23:03:23.216816,1,2,7,15,77
2026-01-24 23:03:27.090393,1,2,15,14,80
2026-01-24 23:03:29.975401,1,2,22,15,83
2026-01-24 23:03:32.900565,1,2,28,14,85
2026-01-24 23:03:36.651055,1,2,10,13,85
2026-01-24 23:03:39.819467,1,2,1,11,85
2026-01-24 23:03:42.979492,1,1,1,11,85
2026-01-24 23:03:46.768722,1,1,1,11,85
2026-01-24 23:03:49.658595,1,2,5,11,85
2026-01-24 23:03:53.117483,1,1,1,11,83
2026-01-24 23:03:56.820503,1,1,1,11,77
2026-01-24 23:04:02.746376,1,2,12,13,76
2026-01-24 23:04:06.666597,1,1,8,12,75
2026-01-24 23:04:09.910699,1,2,1,11,70
2026-01-24 23:04:14.314243,1,1,1,11,66
2026-01-24 23:04:18.102993,1,2,5,11,66
2026-01-24 23:04:21.488325,1,2,5,14,66
2026-01-24 23:04:25.892524,1,2,5,15,66
2026-01-24 23:04:30.290684,1,2,8,14,66
2026-01-24 23:04:33.475411,1,2,4,14,66
2026-01-24 23:04:35.973118,1,2,2,14,66
2026-01-24 23:04:38.890042,1,2,2,14,66
2026-01-24 23:04:41.757351,1,2,1,14,66
2026-01-24 23:04:46.672608,1,2,3,14,66
2026-01-24 23:04:50.679707,1,2,4,14,68
2026-01-24 23:04:53.430312,1,2,4,14,71
2026-01-24 23:04:56.298105,1,2,6,14,74
2026-01-24 23:05:00.190421,1,2,1,15,74
2026-01-24 23:05:03.466858,1,2,4,16,71
2026-01-24 23:05:07.463600,1,2,16,16,70
2026-01-24 23:05:10.126071,1,2,22,17,73
2026-01-24 23:05:12.996772,1,2,6,16,76
2026-01-24 23:05:16.790127,1,2,12,16,79
2026-01-24 23:05:19.698390,1,2,12,16,81
2026-01-24 23:05:23.127453,1,2,23,16,81
2026-01-24 23:05:26.915630,1,2,5,16,81
2026-01-24 23:05:30.704537,1,2,20,16,81
2026-01-24 23:05:33.956023,1,2,30,14,81
2026-01-24 23:05:37.777191,1,2,2,14,81
2026-01-24 23:05:42.173100,1,1,1,13,75
2026-01-24 23:05:45.628584,1,1,1,12,72
2026-01-24 23:05:49.229821,1,1,2,12,69
2026-01-24 23:05:52.340161,1,1,1,12,68
2026-01-24 23:05:54.943643,1,1,2,12,68
2026-01-24 23:05:58.864543,1,2,5,12,68
2026-01-24 23:06:01.716147,1,2,3,12,68
2026-01-24 23:06:05.215307,1,2,1,12,68
2026-01-24 23:06:08.900017,1,2,4,12,68
2026-01-24 23:06:12.404076,1,2,4,12,68
2026-01-24 23:06:15.248410,1,2,5,12,68
2026-01-24 23:06:18.115549,1,2,4,12,68
2026-01-24 23:06:20.890482,1,1,1,13,68
2026-01-24 23:06:24.771639,1,2,7,14,68
2026-01-24 23:06:28.048390,1,2,4,14,68
2026-01-24 23:06:31.530217,1,2,4,14,68
2026-01-24 23:06:34.294450,1,2,4,14,68
2026-01-24 23:06:37.264453,1,2,6,14,68
2026-01-24 23:06:40.028543,1,1,1,14,71
2026-01-24 23:06:44.441392,1,2,5,14,77
2026-01-24 23:06:47.709119,1,2,6,14,80
2026-01-24 23:06:50.490105,1,2,5,14,82
2026-01-24 23:06:53.341690,1,2,9,14,85
2026-01-24 23:06:57.246005,1,2,2,15,85
2026-01-24 23:07:00.099362,1,2,1,15,85
2026-01-24 23:07:02.841680,1,2,34,16,85
2026-01-24 23:07:06.755833,1,2,38,16,83
2026-01-24 23:07:10.011466,1,2,62,17,83
2026-01-24 23:07:12.821162,1,2,38,19,83
2026-01-24 23:07:15.774088,1,2,45,19,83
2026-01-24 23:07:18.839507,1,2,48,24,106
2026-01-24 23:07:21.501554,1,2,47,24,109
2026-01-24 23:07:25.291660,1,2,42,23,112
2026-01-24 23:07:29.181117,1,2,20,24,115
2026-01-24 23:07:32.591028,1,2,36,23,121
2026-01-24 23:07:35.441384,1,2,11,23,121
2026-01-24 23:07:39.830729,1,2,12,23,115
2026-01-24 23:07:42.697898,1,2,4,23,109
2026-01-24 23:07:45.565416,1,2,2,23,103
2026-01-24 23:07:49.353573,1,2,1,23,97
2026-01-24 23:07:52.740336,1,2,1,23,91
2026-01-24 23:07:56.214917,1,1,1,23,85
2026-01-24 23:07:58.877110,1,1,6,22,85
2026-01-24 23:08:01.953105,1,2,3,21,82
2026-01-24 23:08:05.339208,1,1,4,21,81
2026-01-24 23:08:09.195431,1,2,9,22,85
2026-01-24 23:08:12.496822,1,2,10,22,85
2026-01-24 23:08:15.202874,1,2,9,22,85
2026-01-24 23:08:18.063886,1,1,1,20,81
2026-01-24 23:08:20.895933,1,1,5,19,77
2026-01-24 23:08:24.744277,1,2,3,18,72
2026-01-24 23:08:28.062538,1,2,1,17,69
2026-01-24 23:08:31.565915,1,2,1,16,66
2026-01-24 23:08:34.421882,1,1,5,16,63
2026-01-24 23:08:37.290444,1,2,6,16,63
2026-01-24 23:08:40.056006,1,1,2,16,62
2026-01-24 23:08:44.444488,1,2,2,15,62
2026-01-24 23:08:48.202862,1,2,1,15,62
2026-01-24 23:08:51.217715,1,1,1,15,62
2026-01-24 23:08:53.940845,1,1,5,15,62
2026-01-24 23:08:57.867537,1,2,7,15,62
2026-01-24 23:09:00.743343,1,2,6,15,62
2026-01-24 23:09:03.618061,1,2,31,15,62
2026-01-24 23:09:07.382197,1,2,18,16,62
2026-01-24 23:09:10.369520,1,2,14,15,63
2026-01-24 23:09:14.889786,1,2,24,14,69
2026-01-24 23:09:17.553304,1,2,5,16,71
2026-01-24 23:09:20.386588,1,2,8,17,74
2026-01-24 23:09:24.238659,1,2,32,18,77
2026-01-24 23:09:27.554317,1,2,32,20,80
2026-01-24 23:09:31.342369,1,2,25,22,83
2026-01-24 23:09:34.415859,1,2,8,23,86
2026-01-24 23:09:37.187049,1,2,11,23,89
2026-01-24 23:09:41.080287,1,2,4,24,92
2026-01-24 23:09:43.939901,1,2,2,24,95
2026-01-24 23:09:47.230375,1,1,4,25,98
2026-01-24 23:09:51.106136,1,2,4,25,100
2026-01-24 23:09:54.746029,1,2,3,25,100
2026-01-24 23:09:58.050558,1,2,16,25,100
2026-01-24 23:10:01.961023,1,2,2,25,95
2026-01-24 23:10:05.801264,1,2,2,25,95
2026-01-24 23:10:08.833441,1,2,5,25,98
2026-01-24 23:10:11.995701,1,2,7,22,98
2026-01-24 23:10:15.285243,1,1,5,20,94
2026-01-24 23:10:18.114464,1,2,1,20,89
2026-01-24 23:10:20.983781,1,1,7,18,83
2026-01-24 23:10:24.792158,1,2,1,17,77
2026-01-24 23:10:28.174986,1,2,3,15,74
2026-01-24 23:10:31.919149,1,1,1,14,73
2026-01-24 23:10:34.849574,1,2,1,13,70
2026-01-24 23:10:38.824560,1,2,1,14,69
2026-01-24 23:10:41.798604,1,2,1,14,69
2026-01-24 23:10:44.456331,1,1,1,13,70
2026-01-24 23:10:48.354196,1,2,1,12,73
2026-01-24 23:10:52.498491,1,1,1,11,75
2026-01-24 23:10:55.113266,1,2,4,12,75
2026-01-24 23:10:59.000379,1,2,5,14,75
2026-01-24 23:11:01.864060,1,2,8,15,72
2026-01-24 23:11:05.244975,1,2,25,16,69
2026-01-24 23:11:08.969138,1,2,38,17,69
2026-01-24 23:11:12.926038,1,2,40,17,69
2026-01-24 23:11:15.791465,1,2,22,17,69
2026-01-24 23:11:18.555709,1,2,21,17,69
2026-01-24 23:11:22.394530,1,2,21,18,69
2026-01-24 23:11:25.314219,1,2,25,18,69
2026-01-24 23:11:28.121348,1,2,26,18,69
2026-01-24 23:11:31.981354,1,2,16,18,69
2026-01-24 23:11:34.950104,1,2,15,18,69
2026-01-24 23:11:38.844121,1,2,9,18,69
2026-01-24 23:11:41.697791,1,1,4,18,69
2026-01-24 23:11:44.463311,1,1,1,18,69
2026-01-24 23:11:48.286923,1,2,4,18,69
2026-01-24 23:11:51.630935,1,2,2,18,69
2026-01-24 23:11:54.498085,1,2,8,18,69
2026-01-24 23:11:57.379325,1,2,8,18,69
2026-01-24 23:12:00.261709,1,1,1,18,70
2026-01-24 23:12:03.035557,1,2,1,18,73
2026-01-24 23:12:06.906607,1,2,3,18,76
2026-01-24 23:12:09.885082,1,2,5,18,79
2026-01-24 23:12:13.144673,1,2,3,17,81
2026-01-24 23:12:17.956369,1,2,6,17,83
2026-01-24 23:12:22.350873,1,2,7,16,83
2026-01-24 23:12:25.218134,1,2,6,15,80
2026-01-24 23:12:29.109181,1,2,12,15,77
2026-01-24 23:12:31.862111,1,1,8,15,74
2026-01-24 23:12:35.266147,1,1,4,15,71
2026-01-24 23:12:38.986984,1,1,1,15,70
2026-01-24 23:12:42.944342,1,2,3,15,69
2026-01-24 23:12:46.210092,1,2,7,15,66
2026-01-24 23:12:50.510901,1,2,3,15,70
2026-01-24 23:12:53.364909,1,2,1,15,70
2026-01-24 23:12:56.778683,1,2,3,15,70
2026-01-24 23:12:59.731178,1,2,6,15,70
2026-01-24 23:13:02.493114,1,2,7,15,71
2026-01-24 23:13:06.312996,1,1,2,15,73
2026-01-24 23:13:09.628096,1,2,19,15,75
2026-01-24 23:13:13.096097,1,2,33,15,72
2026-01-24 23:13:15.905575,1,2,58,15,71
2026-01-24 23:13:18.893277,1,2,21,15,74
2026-01-24 23:13:21.643420,1,2,40,15,77
2026-01-24 23:13:25.440896,1,2,38,15,77
2026-01-24 23:13:29.320373,1,2,17,16,77
2026-01-24 23:13:32.711722,1,2,16,16,75
2026-01-24 23:13:35.438536,1,2,14,17,71
2026-01-24 23:13:39.356039,1,2,4,17,70
2026-01-24 23:13:42.207936,1,2,6,18,73
2026-01-24 23:13:45.135538,1,2,5,18,76
2026-01-24 23:13:48.997202,1,2,9,19,76
2026-01-24 23:13:52.257998,1,2,1,19,76
2026-01-24 23:13:55.030962,1,2,10,19,76
2026-01-24 23:13:58.094770,1,2,6,19,76
2026-01-24 23:14:00.873360,1,2,6,19,74
2026-01-24 23:14:03.727161,1,2,9,19,71
2026-01-24 23:14:07.442555,1,2,9,19,68
2026-01-24 23:14:11.304442,1,1,7,18,65
2026-01-24 23:14:14.810677,1,2,9,18,65
2026-01-24 23:14:17.653144,1,2,5,17,67
2026-01-24 23:14:20.497384,1,2,9,16,65
2026-01-24 23:14:24.411286,1,2,7,16,65
2026-01-24 23:14:27.696876,1,2,2,16,65
2026-01-24 23:14:31.484454,1,2,7,16,65
2026-01-24 23:14:34.446782,1,1,4,16,65
2026-01-24 23:14:37.232298,1,2,6,16,68
2026-01-24 23:14:41.135203,1,1,7,16,71
2026-01-24 23:14:43.978226,1,2,3,16,74
2026-01-24 23:14:47.352684,1,2,3,16,77
2026-01-24 23:14:51.137882,1,2,1,16,83
2026-01-24 23:14:54.085287,1,2,3,16,86
2026-01-24 23:14:56.877173,1,2,8,16,86
2026-01-24 23:14:59.739877,1,2,6,16,86
2026-01-24 23:15:02.504415,1,1,1,16,86
2026-01-24 23:15:06.395561,1,2,5,16,86
2026-01-24 23:15:09.668932,1,2,57,16,89
2026-01-24 23:15:12.474979,1,2,20,16,89
2026-01-24 23:15:15.510362,1,2,14,16,89
2026-01-24 23:15:18.273935,1,2,25,16,88
2026-01-24 23:15:21.090601,1,2,23,16,86
2026-01-24 23:15:24.929992,1,2,35,16,81
2026-01-24 23:15:28.319138,1,2,7,16,81
2026-01-24 23:15:31.790382,1,2,23,16,83
2026-01-24 23:15:34.555065,1,2,10,16,85
2026-01-24 23:15:37.538715,1,2,5,16,87
2026-01-24 23:15:40.210463,1,2,3,15,87
2026-01-24 23:15:44.079155,1,2,4,15,87
2026-01-24 23:15:48.388363,1,2,9,14,87
2026-01-24 23:15:51.349722,1,2,8,14,89
2026-01-24 23:15:54.046320,1,2,10,14,89
2026-01-24 23:15:58.005186,1,2,5,14,89
2026-01-24 23:16:00.888409,1,2,3,15,89
2026-01-24 23:16:03.738231,1,2,9,15,89
2026-01-24 23:16:07.528635,1,2,9,15,89
2026-01-24 23:16:11.434619,1,2,6,15,89
2026-01-24 23:16:14.902185,1,2,3,15,85
2026-01-24 23:16:17.780746,1,2,10,15,84
2026-01-24 23:16:20.522949,1,2,2,15,84
2026-01-24 23:16:24.435160,1,2,13,15,84
2026-01-24 23:16:27.803815,1,2,2,15,84
2026-01-24 23:16:31.592290,1,1,9,15,84
2026-01-24 23:16:34.561970,1,2,5,15,84
2026-01-24 23:16:38.871583,1,2,4,15,78
2026-01-24 23:16:42.249476,1,2,4,15,76
2026-01-24 23:16:45.022886,1,2,5,15,76
2026-01-24 23:16:47.991968,1,2,6,15,76
2026-01-24 23:16:50.726254,1,2,2,15,76
2026-01-24 23:16:53.608341,1,2,5,15,76
2026-01-24 23:16:57.507794,1,2,5,15,76
2026-01-24 23:17:00.296368,1,2,1,15,76
2026-01-24 23:17:03.140945,1,2,14,15,76
2026-01-24 23:17:07.040653,1,2,23,15,76
2026-01-24 23:17:10.300889,1,2,21,15,76
2026-01-24 23:17:13.781806,1,2,40,15,76
