Timestamp,Presence,Movement,MovingRange,BreathingRate,HeartRate,PredHeart,PredBreath,AnomalyScore,IsAnomaly
2026-01-25 14:52:39.008019,1,1,2,18,70,69.696,18.048,0.00008302,0
2026-01-25 14:52:42.414402,1,2,48,18,70,69.842,18.030,0.00005619,0
2026-01-25 14:53:30.768454,1,1,1,19,82,82.291,19.037,0.00006280,0
2026-01-25 14:53:33.646677,1,1,1,20,82,82.221,20.224,0.00007377,0
2026-01-25 14:53:36.527361,1,2,1,21,82,82.122,21.021,0.00005802,0
2026-01-25 14:53:39.335722,1,1,1,21,82,82.109,21.120,0.00004012,0
2026-01-25 14:53:43.202734,1,1,1,21,82,81.834,21.055,0.00003393,0
2026-01-25 14:53:46.106982,1,1,1,21,82,81.622,21.114,0.00002186,0
2026-01-25 14:53:51.065505,1,2,2,20,78,78.365,20.142,0.00002835,0
2026-01-25 14:53:53.924508,1,1,1,20,75,74.613,19.992,0.00001280,0
2026-01-25 14:53:56.736397,1,1,1,21,74,73.529,21.140,0.00002343,0
2026-01-25 14:54:01.194061,1,1,1,21,74,73.864,21.020,0.00001418,0
2026-01-25 14:54:04.133550,1,1,1,21,74,73.733,21.013,0.00001789,0
2026-01-25 14:54:06.921066,1,1,1,21,74,73.669,21.143,0.00001700,0
2026-01-25 14:54:10.721540,1,1,1,20,74,73.539,20.067,0.00001340,0
2026-01-25 14:54:13.652340,1,1,1,18,74,73.786,17.995,0.00001478,0
2026-01-25 14:54:17.646239,1,1,1,17,74,73.984,17.078,0.00001786,0
2026-01-25 14:54:20.413457,1,1,1,16,75,74.372,16.058,0.00001065,0
2026-01-25 14:54:23.279937,1,1,1,16,75,74.513,16.125,0.00001660,0
2026-01-25 14:54:27.315152,1,2,2,15,75,74.660,15.178,0.00002091,0
2026-01-25 14:54:30.381241,1,1,1,15,74,73.736,14.985,0.00001997,0
2026-01-25 14:54:33.230866,1,1,1,15,74,73.556,15.123,0.00001931,0
2026-01-25 14:54:36.099167,1,1,1,15,76,75.352,15.064,0.00001814,0
2026-01-25 14:54:39.048021,1,1,1,16,76,76.005,16.075,0.00001586,0
2026-01-25 14:54:41.774109,1,1,8,16,76,75.805,16.180,0.00002780,0
