2026-02-04 22:19:20.355429 , 1,2,3,17,81
2026-02-04 22:19:23.153505 , 1,2,6,17,84
2026-02-04 22:19:27.123153 , 1,2,4,17,86
2026-02-04 22:19:30.389839 , 1,2,5,17,85
2026-02-04 22:19:33.256459 , 1,2,3,16,82
2026-02-04 22:19:36.636710 , 1,2,6,16,79
2026-02-04 22:19:40.424828 , 1,2,10,16,77
2026-02-04 22:19:43.323034 , 1,2,3,16,77
2026-02-04 22:19:46.773682 , 1,2,5,16,77
2026-02-04 22:19:50.460332 , 1,2,6,16,77
2026-02-04 22:19:54.354990 , 1,2,9,16,77
2026-02-04 22:19:57.223461 , 1,2,2,17,77
2026-02-04 22:20:00.085570 , 1,2,5,17,77
2026-02-04 22:20:03.977669 , 1,2,9,17,77
2026-02-04 22:20:06.844030 , 1,2,9,17,77
2026-02-04 22:20:09.608607 , 1,2,10,17,79
2026-02-04 22:20:13.397862 , 1,2,7,17,79
2026-02-04 22:20:16.372138 , 1,2,11,17,79
2026-02-04 22:20:20.773220 , 1,2,6,17,81
2026-02-04 22:20:23.624472 , 1,2,15,17,81
2026-02-04 22:20:26.505387 , 1,2,2,17,83
2026-02-04 22:20:30.372297 , 1,2,14,17,86
2026-02-04 22:20:33.599434 , 1,2,21,17,83
2026-02-04 22:20:37.154967 , 1,2,19,17,80
2026-02-04 22:20:40.074317 , 1,2,14,17,77
2026-02-04 22:20:42.799078 , 1,2,8,17,74
2026-02-04 22:20:45.654210 , 1,2,3,17,74
2026-02-04 22:20:49.409896 , 1,2,12,17,74
2026-02-04 22:20:53.846088 , 1,2,11,17,74
2026-02-04 22:20:56.672044 , 1,2,13,17,74
2026-02-04 22:20:59.426733 , 1,2,21,17,74
2026-02-04 22:21:03.339465 , 1,2,15,17,74
2026-02-04 22:21:06.338942 , 1,2,12,17,74
2026-02-04 22:21:09.074856 , 1,2,10,17,74
2026-02-04 22:21:12.996057 , 1,1,6,17,74
2026-02-04 22:21:17.817528 , 1,1,9,17,72
2026-02-04 22:21:20.636437 , 1,2,5,17,69
2026-02-04 22:21:23.543900 , 1,2,3,17,66
2026-02-04 22:21:27.356900 , 1,2,4,17,69
2026-02-04 22:21:30.322026 , 1,2,8,17,72
2026-02-04 22:21:33.173939 , 1,2,5,17,71
2026-02-04 22:21:36.445180 , 1,2,6,17,68
2026-02-04 22:21:39.423966 , 1,2,6,17,66
2026-02-04 22:21:42.281844 , 1,2,10,17,69
2026-02-04 22:21:45.150759 , 1,2,7,17,69
2026-02-04 22:21:48.937386 , 1,2,3,17,69
2026-02-04 22:21:52.930827 , 1,2,11,17,72
2026-02-04 22:21:56.499137 , 1,1,16,17,78
2026-02-04 22:22:00.406086 , 1,2,16,17,81
2026-02-04 22:22:03.606622 , 1,2,47,17,84
2026-02-04 22:22:07.475417 , 1,2,11,17,87
2026-02-04 22:22:11.876488 , 1,2,9,17,88
2026-02-04 22:22:15.157153 , 1,2,3,17,88
2026-02-04 22:22:19.042145 , 1,1,17,17,88
2026-02-04 22:22:21.911521 , 1,2,8,17,88
2026-02-04 22:22:24.676080 , 1,2,14,17,88
2026-02-04 22:22:28.574750 , 1,2,2,17,88
2026-02-04 22:22:31.434902 , 1,2,9,17,88
2026-02-04 22:22:34.747930 , 1,2,7,18,86
2026-02-04 22:22:38.525284 , 1,1,4,18,83
2026-02-04 22:22:41.675769 , 1,2,12,18,83
2026-02-04 22:22:44.855704 , 1,2,8,18,83
2026-02-04 22:22:47.685169 , 1,2,3,18,81
2026-02-04 22:22:50.584899 , 1,2,2,18,78
2026-02-04 22:22:54.376226 , 1,2,7,18,75
2026-02-04 22:22:57.753942 , 1,2,12,18,72
2026-02-04 22:23:01.564774 , 1,2,5,18,72
2026-02-04 22:23:04.426324 , 1,2,3,18,72
2026-02-04 22:23:08.333891 , 1,1,4,18,72
2026-02-04 22:23:11.176417 , 1,2,5,18,72
2026-02-04 22:23:14.026022 , 1,2,5,18,72
2026-02-04 22:23:17.927320 , 1,2,3,18,72
2026-02-04 22:23:20.726063 , 1,2,10,18,71
2026-02-04 22:23:23.558103 , 1,2,3,18,71
2026-02-04 22:23:27.431345 , 1,2,25,18,71
2026-02-04 22:23:30.440486 , 1,2,16,18,71
2026-02-04 22:23:33.182218 , 1,2,12,18,71
2026-02-04 22:23:37.041717 , 1,1,1,18,71
2026-02-04 22:23:40.452881 , 1,2,3,18,72
2026-02-04 22:23:44.343468 , 1,2,4,18,78
2026-02-04 22:23:47.210666 , 1,2,7,18,81
2026-02-04 22:23:49.975864 , 1,1,1,18,84
2026-02-04 22:23:53.876337 , 1,2,17,18,84
2026-02-04 22:23:57.143607 , 1,2,7,17,85
2026-02-04 22:24:01.034643 , 1,2,25,17,85
2026-02-04 22:24:03.914555 , 1,2,11,17,85
2026-02-04 22:24:06.776046 , 1,2,6,17,85
2026-02-04 22:24:11.484832 , 1,2,3,17,85
2026-02-04 22:24:15.374230 , 1,1,4,17,85
2026-02-04 22:24:18.237855 , 1,2,1,17,85
2026-02-04 22:24:22.556259 , 1,2,6,18,85
2026-02-04 22:24:25.508453 , 1,2,10,18,85
2026-02-04 22:24:30.526019 , 1,1,4,17,73
2026-02-04 22:24:33.393171 , 1,2,16,17,70
2026-02-04 22:24:36.158108 , 1,2,7,17,67
2026-02-04 22:24:40.006971 , 1,2,22,17,64
2026-02-04 22:24:44.658381 , 1,2,57,23,108
2026-02-04 22:24:47.876676 , 1,2,6,24,111
2026-02-04 22:24:50.996475 , 1,1,1,23,114
2026-02-04 22:24:53.674581 , 1,1,1,24,117
