number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_HIDDEN_SIZE,params_LEARNING_RATE,params_NUM_LAYERS,params_WINDOW_SIZE,user_attrs_best_epoch,user_attrs_train_loss_history,user_attrs_val_loss_history,state
0,7.63076945095073e-05,2026-01-23 10:30:20.458159,2026-01-23 10:45:19.621704,0 days 00:14:59.163545,32,32,0.0015930522616241021,1,30,164,"[0.011780641951611897, 0.0031838365262428442, 0.002310789541509781, 0.0017375708194330903, 0.0014139189016642898, 0.0011761245492396231, 0.0011135783433095054, 0.0009850943273590268, 0.0009278460183542978, 0.0008634332077838459, 0.000814290794295552, 0.0007861650822778565, 0.000719886685128893, 0.0006491674447804328, 0.0006288939628553298, 0.000613800756437526, 0.0005956785444599532, 0.0005825766140299897, 0.0005406600654988447, 0.0005239859361252334, 0.0005013003924685396, 0.000476392263590947, 0.0004583015463505032, 0.00043442343238989914, 0.0004173203289610179, 0.00042151689074332077, 0.00041259850551025044, 0.00040429844076247956, 0.00037974328804100656, 0.00037115730908433684, 0.0003612798744418259, 0.00034931874494039956, 0.0003514852734193375, 0.0003473773062518921, 0.00034465648047983874, 0.0003396306231146463, 0.0003361405225908662, 0.00033529683171020424, 0.0003308842066046505, 0.00032842209243427885, 0.00032785129528020707, 0.00032730324582026034, 0.0003182628415690346, 0.0003135289972288172, 0.00030790894728796017, 0.0003052840446662898, 0.0003005061176745053, 0.00029934843413055156, 0.000292432953130973, 0.0002919352242100055, 0.0002907095734897626, 0.00028083937406071227, 0.0002744053757842798, 0.0002681273834831312, 0.00026434204813389675, 0.0002651164841851915, 0.00026100099896075244, 0.00025643483359132985, 0.00025828950478266167, 0.0002548586421438107, 0.00025965360606740334, 0.0002561108399500048, 0.0002459957201352482, 0.0002539555026071672, 0.00025070899661068914, 0.0002475977069863338, 0.0002452938021047503, 0.00024236764890957175, 0.0002452266917545792, 0.00024029562238963488, 0.00024222872029994858, 0.00024228165040313769, 0.00023815988194701894, 0.0002383862582621598, 0.00024132618750684115, 0.00023929573050941277, 0.00023258042284285578, 0.0002379106031901638, 0.00023397233021817354, 0.00022923745834590377, 0.0002252296555451845, 0.00022540373936959248, 0.0002256168696255743, 0.00022203110060388287, 0.00022327619676111454, 0.00022483272739846365, 0.00022208212186331953, 0.00021952281062333524, 0.00022313606155552286, 0.00021441899211582067, 0.00022505792736595383, 0.00021940462266988844, 0.00021442062853329306, 0.00021278262633075398, 0.00021682928672262961, 0.00021030331896171818, 0.00021312512448327695, 0.00021510594251216938, 0.0002074215105742245, 0.00022002107568022135, 0.0002089872567649937, 0.00020257847569428298, 0.0002043505910899035, 0.00020887339628556636, 0.00020586759256379798, 0.0002078968964418336, 0.00020182922674143817, 0.0002040362527994831, 0.00020330858758097948, 0.00019519147987229435, 0.00019587535577457, 0.0001950408598324507, 0.00020252665901208816, 0.00020332528838409834, 0.00019563286568564822, 0.00019043018978778494, 0.0001945170839765911, 0.0001900630624361253, 0.0001963503264350537, 0.0001875670245999862, 0.00019198996982831165, 0.0001937305279006721, 0.00018898173397213113, 0.0001843144456189958, 0.00019633087855192458, 0.00018526595568155952, 0.0001802868080621444, 0.00018217495719782803, 0.00019289724672914333, 0.00017774658977517076, 0.0001838025190661218, 0.00018977771047277083, 0.00018158620766913584, 0.00017701673270617124, 0.00017846242814923864, 0.00018489883427801035, 0.00018038082476655665, 0.00018138974514905038, 0.00018564831785681266, 0.00018148013899075467, 0.0001759898899656565, 0.0001736344509995883, 0.00017972854646624304, 0.00017305836618084028, 0.00018189573326318702, 0.00017406796479098755, 0.00019101864187871497, 0.00016988456459339152, 0.0001708755553600411, 0.0001762001011783695, 0.00017281097128647962, 0.00017760244477543478, 0.0001723393973778937, 0.00017108878959108936, 0.0001665684519706635, 0.0001818027217430991, 0.00016455539616233095, 0.00016612604269745617, 0.00017635209798011145, 0.00017475425003464503, 0.0001634451163023152, 0.00017150744265313235, 0.00016760041262903278, 0.0001655195934115232, 0.00016180568919485505, 0.00016446588278403587, 0.0001757313161054487, 0.0001627175826253073, 0.00016962044066656665, 0.00016434327935193797, 0.00016107726922722396, 0.000160009669644942, 0.00016318273654604643, 0.00016874396620486645, 0.00016108233423067173, 0.00015884869846024549, 0.0001595063904760126, 0.00016407982146840895, 0.00016330541751313437, 0.00016339836490566011]","[0.0036996373041594394, 0.0021195383732039853, 0.0012198999152358524, 0.0010921417003932413, 0.0007897664746742336, 0.0007049335498836208, 0.0006855893737458886, 0.0006087277391202818, 0.0005904162521795986, 0.0005106513277175149, 0.00047657608234477546, 0.00042755170534215174, 0.0003694691911529086, 0.00035073961916831897, 0.0003368130206453605, 0.000341025220841367, 0.00030434105468087215, 0.0003049785412775057, 0.0003145223472876677, 0.0002724986822673151, 0.00025364913458878846, 0.00024744900328947216, 0.0002240661809231941, 0.00023980193669358006, 0.00021641184757499653, 0.00020005328811330625, 0.00019815818270992448, 0.0001959748621614673, 0.0002074766059520688, 0.00019311515711909662, 0.00017835450377711495, 0.00018201821575562947, 0.00017029203673176208, 0.00016435009302405784, 0.0001678641284011725, 0.00016456180913946197, 0.00017081598289271987, 0.0001630915659660456, 0.00020384224058919178, 0.0001689924261575947, 0.00015841785817691175, 0.0001563864804787216, 0.00015137687576542987, 0.00015054908893151033, 0.0001651665085211276, 0.0001499754704991101, 0.00014180887586306653, 0.00014095394757036224, 0.00014178386725355769, 0.0001411937762026129, 0.00015300568592856086, 0.00014594902799490425, 0.00017593434751593206, 0.00012749744768395497, 0.00029352656265563477, 0.0001232203187495662, 0.00013703288949982082, 0.0001198712326160347, 0.000123170274325291, 0.00013025448436525266, 0.0001283761603223191, 0.00012228340774617306, 0.000122813188270135, 0.00014074595158331904, 0.00012379157509429808, 0.00012583321492833042, 0.00012254602924515064, 0.00012703932454199583, 0.00011912687496883062, 0.00012650792066694244, 0.00011932233310907791, 0.00011430401718386344, 0.00011921776049429752, 0.00012548062110427847, 0.00012071131822077764, 0.00011455828584304866, 0.00011876789281002462, 0.00011133872392649385, 0.00013976921026524812, 0.00011648825356908264, 0.00010880452822592478, 0.00011085352970925194, 0.00015414502982680293, 0.00019468015884697583, 0.00010599026682566364, 0.00010972073941042655, 0.00010673157676469599, 0.00012736869340030068, 0.0001095481412016429, 0.00010521818254942064, 0.00010826146223952988, 0.0001076262564243325, 0.00010164688126336734, 0.00010448684691940733, 0.0001042205348285523, 0.00010814218661864204, 0.0001072340573153013, 0.0001038322024222856, 0.0001071176220333963, 0.00010205051649464222, 9.823956668486894e-05, 0.00010156485637516397, 0.00010227460203346082, 9.869918380411192e-05, 0.00010540735785366115, 0.00010290680291509734, 9.73569671427132e-05, 0.00010590998016144791, 9.53883301730066e-05, 9.940708238749225e-05, 9.48690097517868e-05, 9.510365073178367e-05, 9.22488090453592e-05, 9.572925471352579e-05, 0.00010180564010480071, 9.526610302834297e-05, 9.390010711814812e-05, 8.945297855149213e-05, 9.163070074389519e-05, 9.696145669559911e-05, 9.343572276228104e-05, 9.598202775627017e-05, 8.944144019474513e-05, 9.65178283393225e-05, 8.682538197748802e-05, 9.657903962176772e-05, 8.855522473732794e-05, 8.974995002751775e-05, 8.621910788478019e-05, 8.26182313242058e-05, 8.784157001496249e-05, 8.990212284517997e-05, 8.66945000082541e-05, 8.931805871245894e-05, 9.115598787160379e-05, 8.562180024289979e-05, 8.419701064150753e-05, 8.23012510333325e-05, 8.378356767966404e-05, 8.828101723173155e-05, 8.985007199864727e-05, 8.519364358173583e-05, 8.20653778082694e-05, 8.109377588053474e-05, 8.414205174403448e-05, 8.659558086706123e-05, 8.313586707368195e-05, 9.067448401760156e-05, 8.429087210222996e-05, 8.521848312943622e-05, 8.522080653247178e-05, 8.244719003844518e-05, 8.387227418509376e-05, 8.766703988730021e-05, 8.077816598119097e-05, 7.747468689543056e-05, 8.583668944967463e-05, 8.36876465390311e-05, 9.314963403824245e-05, 8.37415213240959e-05, 7.981466953882982e-05, 7.90788164396192e-05, 8.30931932358006e-05, 8.032212011194003e-05, 7.63076945095073e-05, 7.885375393509038e-05, 7.949215112212827e-05, 0.00022630077061265417, 7.914970542808712e-05, 9.740039597771436e-05, 7.756577827316261e-05, 8.074023075096632e-05, 7.926525574988275e-05, 7.688654943910518e-05, 8.067719456443409e-05, 8.37782311560764e-05, 7.729500720217153e-05, 8.217888630852375e-05, 7.846051645351791e-05, 7.67138568504053e-05]",COMPLETE
1,0.000263557088277689,2026-01-23 10:45:19.622706,2026-01-23 10:54:07.852089,0 days 00:08:48.229383,32,32,0.0011207606211860567,1,45,90,"[0.01698837668864243, 0.007806543726619803, 0.005527757879517177, 0.005225841769199669, 0.00408185738327626, 0.003140494295477891, 0.002702682195507285, 0.002268454227526396, 0.0019934345619287293, 0.0018127312911910345, 0.001650438612082294, 0.0015661491350477555, 0.0014682405995523054, 0.0014228316929701184, 0.0013904338592189017, 0.0013657196346468013, 0.0012991892448103838, 0.0012365910776347335, 0.0012005789408430978, 0.0011592718249867023, 0.0011015149021971244, 0.0010653038861266164, 0.0010578526289701442, 0.0010385348978714261, 0.0010237546481155803, 0.0009868062121279316, 0.0009384603244306676, 0.0008936232931631963, 0.0008797522586301601, 0.0008643097245022974, 0.0008545745719263472, 0.0008451477368611655, 0.0008362405671785637, 0.0008337888713233472, 0.0008168346637227185, 0.0008103881080370618, 0.0007959340552296413, 0.000778363123586882, 0.0007570819471609629, 0.0007472873942338834, 0.0007369705590715229, 0.0007254321901605779, 0.0007111463149503672, 0.0006991555310245465, 0.0007129916280554651, 0.0006845153327846757, 0.000680295982689704, 0.0006710860334877338, 0.0006683616507673244, 0.0006700006400183448, 0.0006598293127920628, 0.0006569190994298288, 0.000659448231413418, 0.0006519180322824372, 0.000648338556561951, 0.0006375128411431961, 0.0006318802439490394, 0.0006209804754339779, 0.0006164122624320829, 0.0006088455678973485, 0.0006038584324589446, 0.0006059616887220621, 0.0006002500084717359, 0.0005990955514092205, 0.0005931233385960427, 0.0005942607790488107, 0.000586115261612574, 0.0005795519506491104, 0.0005732057350553425, 0.0005615876951064351, 0.0005563162382720537, 0.0005485933660139006, 0.0005489848824837544, 0.0005447730938894594, 0.0005501623469046533, 0.0005380154385422572, 0.0005355050977085069, 0.0005340290396107383, 0.0005351203167386013, 0.0005267678848755111, 0.0005213845517953347, 0.0005154551016685094, 0.000514139425760154, 0.0005143155372950611, 0.0005074009232689569, 0.0005095387614295765, 0.0005026183752559508, 0.0005041448879042075, 0.0004990261092658928, 0.000495200352638323, 0.000495424679190392, 0.0004951862698526904, 0.0004915044179837889, 0.0004921051944077702, 0.00048648340897638836, 0.00048779931975041866, 0.0004858403870888875, 0.0004885753843263849, 0.0004832437092860906, 0.00048466859922825925, 0.00047957491540039944, 0.0004773014225490833, 0.00047931587090740057, 0.00047331975539955935, 0.000471023378046326, 0.00046350339614991385]","[0.0081981885245125, 0.0052324123619587925, 0.00487158933002818, 0.004737889683366632, 0.00266982437422556, 0.0022411339730227684, 0.0018529057662485802, 0.0015169344183820319, 0.0019998250933375783, 0.00131309541380182, 0.001118798759384763, 0.001049073038943345, 0.001157115010509863, 0.0008964317378611519, 0.0014364917326853228, 0.0010916510336363146, 0.0009044185381060514, 0.0008118322431139218, 0.001383365129542251, 0.000734446290479399, 0.0006598515203843966, 0.0014217080072690053, 0.000687307005597677, 0.0007167682495912151, 0.0006189001018769112, 0.0006075890910516193, 0.0005882099992527831, 0.000567092518291668, 0.0005900504141874261, 0.0005293111195417247, 0.0005712708341550174, 0.0006067105239638603, 0.0006106613636952688, 0.0005086396086907032, 0.0004908693464765933, 0.0004916152270831175, 0.0006053843490859835, 0.0005146793231527578, 0.0004561824064278385, 0.0004961220486835639, 0.00043680156300486957, 0.0004117579372443371, 0.0004597915982704859, 0.00042219510339961915, 0.0004106385981493929, 0.000443961609269378, 0.0005176974865648586, 0.00041178013893406455, 0.0004323594775868779, 0.0004578088372353824, 0.0003933285112564589, 0.0007965989446293242, 0.0004208703176824494, 0.00039565295291330694, 0.0003533595645995558, 0.00038831358519789464, 0.00035851198950220283, 0.0005918451040813294, 0.00034853477121057636, 0.0003623772040839826, 0.00032860021723176986, 0.0004087457360082054, 0.00043545320729430437, 0.00040135584048457326, 0.00040957855726879184, 0.0003360463029673131, 0.00032570115290017333, 0.000327944819127923, 0.0003246778706093181, 0.00037240226597327257, 0.00039175145965137764, 0.0003024318782784508, 0.00048717502167937337, 0.00030615309615177093, 0.0003224820566990841, 0.00032574136700846745, 0.000519661001015178, 0.000364137469611367, 0.0002800209746136968, 0.0002873299757016652, 0.00028308996549332563, 0.00028817950730566303, 0.0006593399668328847, 0.00035543017556101413, 0.00030385890039301276, 0.00033013813736704385, 0.0003392357005239977, 0.00038160644941034644, 0.0002700267421112277, 0.0003956004881117247, 0.000263557088277689, 0.0002816364559487741, 0.00026975926536262803, 0.00030587284538460184, 0.0003292110781858629, 0.0003132219197146535, 0.0003300088131901967, 0.0002806579096909081, 0.0002836923156387079, 0.0002806118140952849, 0.0003662400676524072, 0.0002757439210824307, 0.0004059281326696631, 0.00029562255598377383, 0.00027197182659974365, 0.0002822429174726783]",COMPLETE
2,0.00019895278084947475,2026-01-23 10:54:07.852089,2026-01-23 11:06:27.767496,0 days 00:12:19.915407,32,64,0.00025081156860452336,1,45,133,"[0.0196004252232776, 0.00776863316345219, 0.006236455208682716, 0.005112717150432224, 0.0041980310830196325, 0.003997212075560158, 0.0039016979938101925, 0.003591332806251168, 0.0032126812308341853, 0.0031356699039182495, 0.0028241820918564775, 0.0025997532013485257, 0.0022944257100949803, 0.0020664267820804513, 0.0019394506702798608, 0.0018751370502966284, 0.0017678329179755656, 0.0016408229288041494, 0.0015930754078829032, 0.0015495547725882634, 0.0014584025532224946, 0.0014079685100699358, 0.0013769598385375943, 0.0013587205370498327, 0.00132606147879632, 0.0012771569611331386, 0.0012245667834818001, 0.0011905425671069304, 0.0011457465123433776, 0.0011007139061562426, 0.0010723705655893132, 0.0010336045649547662, 0.0009903808687179861, 0.0009663193666074004, 0.0009444262889956961, 0.0009218397939927791, 0.000909135075130168, 0.0008855552057274641, 0.0008592537685509636, 0.0008437298387516428, 0.0008320646054309392, 0.0008165386928006967, 0.0008118168113847084, 0.000800859895343062, 0.0007774234848151447, 0.0007569172796144582, 0.0007412963465842485, 0.0007298270604446123, 0.0007274324046029712, 0.0007135952610487981, 0.000705016620959354, 0.0006949249040338818, 0.0006912066926113239, 0.0006879085057396493, 0.0006760767092285098, 0.0006700919721356196, 0.0006682530981500187, 0.000660811041240395, 0.0006525173428311086, 0.0006446543309792525, 0.0006281275579547316, 0.0006264427706486808, 0.0006198009943488154, 0.000612141166835932, 0.0006101523324841894, 0.0006064023879061265, 0.0006017144945679752, 0.0006017484149024536, 0.0005944505382482076, 0.0005913876862290289, 0.0005874103451093842, 0.0005861977432021699, 0.0006120884458386914, 0.0005747609728102514, 0.0005702291436847092, 0.0005611072475605202, 0.0005587163843362682, 0.0005519205665794861, 0.0005478586764992402, 0.0005485477468153858, 0.0005585363280369241, 0.0005421927506476926, 0.0005367844895481349, 0.000538162229699856, 0.0005306343110120972, 0.0005301203927511153, 0.0005228443144187413, 0.0005198403094246549, 0.0005122434261444175, 0.0005096788713242745, 0.0005063431737540332, 0.0004966634003668409, 0.0004961283630941928, 0.0004884013469503066, 0.00048544733133380806, 0.00047694098802071214, 0.00047074150474982326, 0.0004672872145444566, 0.00046752305100252817, 0.000458898189046618, 0.00046222561892203073, 0.0004551121426650584, 0.0004577411871096848, 0.0004507569412926464, 0.0004533403390438219, 0.0004483987175309254, 0.00044717506523442654, 0.0004445343913756941, 0.00044227404300931853, 0.000436346883143311, 0.0004367830288426547, 0.00042903455643749624, 0.00043268761552850643, 0.00042948296160793186, 0.0004233941184423533, 0.000424599145297537, 0.00042243879617683895, 0.0004207574554023049, 0.000419663997849383, 0.0004119977945833485, 0.0004187172411257019, 0.0004114088845708444, 0.00041359691114481716, 0.000412655280977415, 0.0004067878728665159, 0.0004059952500269093, 0.00040505498770967866, 0.00040303477363638047, 0.0003984503726680717, 0.00039750105983693985, 0.00039677333525566996, 0.00039447041659157966, 0.00039390939024766097, 0.00038811796869993396, 0.0003877462885817447, 0.0003882101862860421, 0.00038648685840230585, 0.00038364529333956483, 0.00038135492368984925, 0.00037745387826933853, 0.000375331280077044, 0.00037101530615721155, 0.0003702392628855569, 0.0003693454101950121, 0.00036890609625529633, 0.00036411023909544197, 0.0003634869467505825, 0.00035873990057848343, 0.0003604046341732201]","[0.006969036225908224, 0.005545853524641005, 0.004774118599891735, 0.0037984967731980518, 0.0035891246294836826, 0.003151490454777103, 0.0030917398366545703, 0.0025347733867550353, 0.0025730856336392952, 0.002391131524283987, 0.0021456533870449646, 0.0019165278370150993, 0.001629775511076035, 0.0015284853828334364, 0.0013250103702724398, 0.001383994627065689, 0.0012613200146048783, 0.0012036658903020843, 0.0010571679186138286, 0.0013095978080927206, 0.0010572074128930313, 0.0008590744838620365, 0.0009211925705268976, 0.0008444741219823276, 0.000977316163699443, 0.000941094644546187, 0.0009111497900674679, 0.0008625616544004925, 0.0007400234158239871, 0.0008944377011322624, 0.0007292510186026504, 0.0006859075179025765, 0.0009311223487346671, 0.0007547486445745421, 0.0005824615111899205, 0.000542810859775111, 0.0008543459022716356, 0.0005296990381574555, 0.0005889349676486085, 0.000543300818863394, 0.0005411216353987195, 0.000508655791903165, 0.0005233082306887168, 0.0005319882158284002, 0.0005327974806943242, 0.0005496987139691827, 0.0006134451992474479, 0.0008784681407511976, 0.0004254231838726794, 0.0004515781313924716, 0.0004368984820646555, 0.0005107752456937992, 0.0004003573276998619, 0.00041497713042995207, 0.00038236292803340107, 0.0003813643304225327, 0.00044156930703996946, 0.00039970830899043293, 0.0003635141644468133, 0.00037489823923816327, 0.000419967380323624, 0.0003651511971895257, 0.00040307742630109854, 0.00033918196441033385, 0.0004411674742655822, 0.00035141038180876584, 0.0003379222491672145, 0.0003375972224534333, 0.0003293549255836233, 0.00033691846913991796, 0.00031226992023119604, 0.00039444679339235123, 0.0003260917894549899, 0.0003375565733268951, 0.00034714583553213847, 0.00029721414016507526, 0.0003420129887592942, 0.0003385287043012675, 0.00032235733519205695, 0.000320928322981292, 0.00034822809146113935, 0.0004832814946060766, 0.000312859198986338, 0.0003144590746314698, 0.00031061121720137426, 0.00033979420773282804, 0.000287671177974208, 0.0003203770948226226, 0.00031586269487279806, 0.0003327931175809372, 0.0002745224821563943, 0.00028828765284679, 0.0002949858808993691, 0.0002858066287269922, 0.0002933274724240352, 0.0003023464055038258, 0.00028197938460377235, 0.00025612826657145745, 0.000282633910178736, 0.0002498143039684321, 0.00025003214991682653, 0.0002447966633245714, 0.0003147190817993736, 0.0002467818707971613, 0.0002553495160762215, 0.00024218272873277748, 0.00024281959683305148, 0.00023626784716591814, 0.00025263487103292136, 0.00022767428875974688, 0.00025548623480067226, 0.0002501647223551043, 0.00025385728870764326, 0.00022604800173797572, 0.00027325066848202077, 0.0002651057418731567, 0.00022243771996676256, 0.00022778276476561924, 0.00036519193355694925, 0.0003029701647714498, 0.0002252419178847116, 0.00024191716154707413, 0.00021965633371867708, 0.0003392943299292103, 0.00022968191206327576, 0.0002418484279019636, 0.00028182198337847725, 0.00021983742678229783, 0.00027191185556584403, 0.00022477590875649958, 0.00022835215105264402, 0.0002418427229439817, 0.00021763482322095776, 0.00019895278084947475, 0.00024293724637052016, 0.000222803873591435, 0.0002089048715702912, 0.00020887200705470288, 0.00022541199238780636, 0.00020185182383685015, 0.00021428280311859403, 0.00020691665436482588, 0.00022553440681964833, 0.00020176307196005427, 0.00020704479851620566, 0.00021336728345085576, 0.0002211562208242738, 0.00022780059543704863, 0.00019977466241653813]",COMPLETE
3,6.882456652105776e-05,2026-01-23 11:06:27.768499,2026-01-23 11:18:11.555688,0 days 00:11:43.787189,32,32,0.004138040112561018,1,30,125,"[0.009650240074474353, 0.0019301689661328988, 0.0011314332177605902, 0.0008697861732891316, 0.0007187884940699514, 0.0006000814970916205, 0.0005392774516753739, 0.0004849203640396615, 0.0004399874047381696, 0.0004220505397472421, 0.0003964582781609286, 0.000383106300878003, 0.0003690037287230601, 0.000350270775837408, 0.0003391294459257444, 0.0003293634332428957, 0.00033490720431295095, 0.0003224431535447539, 0.00031864995773933516, 0.0003124328554390056, 0.0003040192957828376, 0.00028977958530683316, 0.00029837595449217137, 0.0002908376612247821, 0.0002891725152654535, 0.0002785367248167844, 0.00027985406347156617, 0.00027367642415591757, 0.0002705948714650337, 0.0002602430401305193, 0.0002674840241487813, 0.00026587400721961605, 0.0002619194076354614, 0.00025188060813081535, 0.00025354745827819465, 0.0002483131238021773, 0.00024632034486464537, 0.00024580973895751914, 0.00023391125848968428, 0.00024354210602428028, 0.00023275736427493367, 0.00022397483818671014, 0.00022904527057685052, 0.00022244204014539848, 0.00023456046004926388, 0.00022229839837555399, 0.0002311726004114231, 0.00022023769172639808, 0.00021337152788081812, 0.0002197695572562682, 0.00021136225837927488, 0.0002247845485902989, 0.0002183654322021346, 0.00020748273508371906, 0.00021671295957468946, 0.00020469648977637146, 0.00021854384776418055, 0.00020690963431834692, 0.00020677672131976142, 0.00021406074128132966, 0.000209080813127567, 0.0002095611585869034, 0.00020727659054899398, 0.00020911024902458888, 0.00019922039089501328, 0.00019200076230399492, 0.00018561992539779977, 0.00019139312688786509, 0.000198117374737731, 0.00019401262134726373, 0.00019563787645087195, 0.0001778481506764266, 0.00019948814762828766, 0.00019490636716523534, 0.0001839290069045029, 0.00018685617353116573, 0.00019816107917248834, 0.0001826749525644803, 0.00018408725671177113, 0.00017297040252711358, 0.00019150041515254954, 0.00018406937640358658, 0.0001803352034645456, 0.0001693586157932421, 0.00018260837715536684, 0.00016782543126781137, 0.00019518709976193015, 0.00017853305931938117, 0.000175524308240371, 0.00016942848134364203, 0.00019123854834424025, 0.0001834227091259326, 0.0001793680458315078, 0.00016709817125627318, 0.00016923590551679957, 0.00018116031082005172, 0.00017460472505362404, 0.00016486142212756164, 0.00018673711365363625, 0.00017135124843788382, 0.00016445091453129934, 0.00016499215357805255, 0.00016675738107586307, 0.0001715502776421864, 0.00016314961203471072, 0.0001572337163176632, 0.0001615379439850372, 0.0001821258825461974, 0.00016295046322744718, 0.00015350679959584405, 0.00015980743631926615, 0.00015330093093496577, 0.00015295108944514912, 0.00015362386651584356, 0.0001553581786349767, 0.00016633427202071875, 0.0001579045182247855, 0.00017079094498582625, 0.00017114213316855327, 0.00016929134297422185, 0.0001645479474213766, 0.0001533624396903935, 0.00015559103548094374, 0.0001574276133846615, 0.00015459378370340105, 0.00016776058981148023, 0.0001548628978793044, 0.00015316444259407788, 0.0001559584420975985, 0.00015071250877797174, 0.00014871466954591278, 0.00014755476699406718, 0.00016941996579335984, 0.00015756486775835525, 0.0001503874319458358, 0.0001663407876457996, 0.00014980307329536089, 0.00014483892986316807, 0.00014665443815118577, 0.00015156429705795942, 0.000161219997877485]","[0.0020336720729793776, 0.001480776149631429, 0.0007823972107846166, 0.0004811594194338871, 0.00037365729437626816, 0.0002963915450870698, 0.0002478767061187157, 0.0002295515349044811, 0.00026725459626872106, 0.00023655085441936572, 0.00021391312120048293, 0.00023122742721422155, 0.00024604346306671734, 0.0001744134302084677, 0.00020391096813459145, 0.00017403326848275773, 0.00016623171741111465, 0.0001436587550061036, 0.00014243747152793088, 0.00014756231414884011, 0.00016649686601531848, 0.00037070678142568013, 0.00012782988385172416, 0.0001823983357391161, 0.00013969893595713656, 0.0001371929437923549, 0.00012247733781924373, 0.000133251024448596, 0.000220802734308359, 0.00021876276076183417, 0.00015583034109143331, 0.000155364493386951, 0.0001220925796387777, 0.00012221534089887955, 0.00012136257351106535, 0.00011312796255491856, 0.00012809970363302756, 0.00012248365477855958, 0.00010730341658864185, 0.00011098875171597327, 0.00011388536927947387, 0.00011431994506058938, 0.0001086962129971373, 0.00010784480769426628, 0.00010665160180939878, 9.300303293857443e-05, 0.00010525525840937957, 0.00010826291632128011, 0.00011497596901209042, 0.00010066762977157708, 9.83077746386056e-05, 0.0001348491782709564, 0.0001011708880159986, 9.967343668312245e-05, 9.566071586640225e-05, 0.00010630032763511829, 0.00013201314259582425, 0.00024322941902183974, 9.106524909289819e-05, 8.855303291709268e-05, 0.00010249839488074783, 0.00015356302774303154, 0.0001224839632777554, 0.00013628150878069689, 0.00012951187187327842, 9.151575475044081e-05, 0.00020458854753526316, 8.591380153461532e-05, 8.539837386679673e-05, 9.708392623851806e-05, 8.597216053966816e-05, 0.00010055881792218833, 8.636952384271706e-05, 0.0002658614785696254, 8.279270300325812e-05, 8.7343333811658e-05, 0.00011470577595499102, 8.254514152124416e-05, 9.142613754380534e-05, 9.776795319112847e-05, 8.545937437686769e-05, 0.00010737105610313349, 8.063266494405436e-05, 0.0001479132547775355, 7.913148744677995e-05, 8.351588836303334e-05, 7.828145745115067e-05, 0.00010697686739518842, 7.727009581472238e-05, 0.0001010116487731762, 8.079207870785186e-05, 8.51762180554516e-05, 7.901135429528113e-05, 7.62029424079151e-05, 8.602994123184146e-05, 7.926476968179432e-05, 8.353466451423178e-05, 7.571865462514625e-05, 0.0001319828284519405, 8.333019979019191e-05, 7.807862492120802e-05, 0.00029725734654656194, 8.893033089834631e-05, 9.908463692031207e-05, 7.59974421763412e-05, 8.094022645063665e-05, 0.0001000722989495175, 0.0002949177216711617, 7.651367162056906e-05, 8.304327770607305e-05, 7.476215113255702e-05, 7.238543516816301e-05, 7.231364455892666e-05, 8.311083081483068e-05, 7.973400384593984e-05, 7.54151473394819e-05, 0.00013336871127083702, 7.742679058639988e-05, 0.00011290428829852976, 7.762442266037315e-05, 7.288038765986326e-05, 7.041868929845656e-05, 7.992266610283406e-05, 8.357886698209044e-05, 0.00010758702041398813, 6.882456652105776e-05, 7.512694256752662e-05, 7.345643762162201e-05, 7.153028726711368e-05, 7.937421579876204e-05, 7.074743326333135e-05, 7.959738531790842e-05, 7.99445826097496e-05, 8.877048632997021e-05, 7.172224146129592e-05, 8.781188664929347e-05, 7.428617381068892e-05, 8.146725164490057e-05, 7.513405755183345e-05, 0.00014683216165777444, 6.962107613336962e-05]",COMPLETE
