Timestamp,Presence,Movement,MovingRange,BreathingRate,HeartRate,PredHeart,PredBreath,AnomalyScore,IsAnomaly
2026-01-27 00:43:02.325438,1,1,1,24,89,89.108,23.956,0.00002252,1
2026-01-27 00:43:06.217843,1,1,1,21,88,88.720,20.954,0.00002220,1
2026-01-27 00:43:10.209828,1,1,1,19,77,78.257,19.115,0.00004506,1
2026-01-27 00:43:13.536300,1,2,4,18,74,73.361,18.158,0.00005309,1
2026-01-27 00:43:16.298026,1,1,3,18,71,71.037,17.911,0.00004967,1
2026-01-27 00:43:19.220463,1,2,23,18,68,68.480,18.123,0.00006875,1
2026-01-27 00:43:22.190574,1,2,51,23,108,110.394,22.824,0.00022993,1
2026-01-27 00:43:24.901494,1,2,10,24,111,105.971,23.916,0.00035378,1
2026-01-27 00:43:28.785048,1,2,9,24,114,113.461,24.326,0.00027359,1
2026-01-27 00:43:32.193859,1,2,6,24,117,113.491,23.231,0.00031376,1
2026-01-27 00:43:35.001083,1,2,17,24,120,115.570,24.603,0.00049647,1
2026-01-27 00:43:38.881477,1,2,1,23,123,117.722,23.354,0.00043588,1
2026-01-27 00:43:43.190412,1,2,10,23,120,119.587,22.523,0.00030116,1
2026-01-27 00:43:46.562524,1,1,13,23,117,116.238,23.137,0.00066752,1
2026-01-27 00:43:50.043314,1,2,4,24,114,113.604,23.680,0.00064991,1
2026-01-27 00:43:52.810093,1,2,22,24,114,112.643,23.771,0.00082175,1
2026-01-27 00:43:56.289678,1,2,2,24,114,112.485,23.945,0.00072736,1
2026-01-27 00:43:59.260052,1,2,2,24,114,112.454,24.103,0.00047015,1
2026-01-27 00:44:02.844057,1,2,27,25,109,109.765,24.662,0.00070029,1
2026-01-27 00:44:06.733725,1,1,2,25,103,104.358,24.702,0.00041092,1
2026-01-27 00:44:09.609539,1,1,1,25,102,101.389,24.579,0.00017273,1
2026-01-27 00:44:12.359072,1,1,3,25,102,101.506,24.832,0.00012339,1
2026-01-27 00:44:16.257549,1,2,1,25,102,101.956,24.992,0.00008289,1
2026-01-27 00:44:19.135327,1,1,3,25,102,102.287,24.899,0.00006489,1
2026-01-27 00:44:21.991970,1,1,1,25,102,102.118,24.797,0.00007437,1
2026-01-27 00:44:25.780723,1,1,1,25,102,102.255,24.746,0.00005572,1
2026-01-27 00:44:28.709941,1,1,1,22,102,102.475,22.073,0.00004970,1
2026-01-27 00:44:32.027457,1,1,1,21,98,98.926,20.866,0.00004459,1
2026-01-27 00:44:35.919710,1,1,1,20,92,92.934,20.123,0.00004840,1
2026-01-27 00:44:38.788801,1,1,1,19,86,86.624,18.832,0.00005593,1
2026-01-27 00:44:42.269761,1,1,1,18,80,80.873,18.101,0.00004881,1
2026-01-27 00:44:45.984671,1,1,1,18,70,71.350,17.985,0.00007964,1
2026-01-27 00:44:48.821036,1,1,1,18,67,66.716,18.095,0.00006332,1
2026-01-27 00:44:52.301894,1,1,1,18,64,63.881,18.086,0.00006742,1
2026-01-27 00:44:55.191980,1,1,1,18,62,61.988,18.016,0.00004281,1
2026-01-27 00:44:58.548625,1,1,1,18,62,61.637,17.992,0.00004649,1
2026-01-27 00:45:02.337991,1,1,1,19,62,61.781,19.005,0.00004139,1
2026-01-27 00:45:06.228309,1,1,1,20,65,64.318,19.980,0.00003810,1
2026-01-27 00:45:10.017853,1,1,1,21,71,70.499,20.927,0.00004423,1
2026-01-27 00:45:12.886212,1,1,1,22,74,74.502,21.976,0.00003031,1
2026-01-27 00:45:16.236808,1,1,1,23,77,76.556,22.976,0.00003769,1
2026-01-27 00:45:19.133498,1,1,1,24,80,79.343,23.904,0.00004579,1
2026-01-27 00:45:21.998898,1,1,1,24,83,83.004,23.924,0.00004239,1
2026-01-27 00:45:25.767715,1,1,1,25,84,84.505,24.747,0.00003929,1
2026-01-27 00:45:29.092558,1,1,1,25,84,83.876,24.973,0.00004659,1
2026-01-27 00:45:32.883125,1,1,1,25,84,83.583,24.858,0.00003057,1
2026-01-27 00:45:35.804448,1,1,1,25,84,83.905,24.853,0.00003249,1
2026-01-27 00:45:39.713771,1,1,1,25,85,84.868,24.877,0.00002918,1
2026-01-27 00:45:42.683608,1,1,1,25,85,85.058,24.903,0.00002840,1
2026-01-27 00:45:45.422263,1,1,1,25,85,84.775,24.898,0.00002864,1
2026-01-27 00:45:48.745534,1,1,1,25,85,85.023,24.879,0.00002278,1
2026-01-27 00:45:52.142160,1,1,1,25,85,85.088,24.890,0.00002612,1
2026-01-27 00:45:54.970503,1,2,1,25,85,85.078,24.892,0.00002255,1
2026-01-27 00:45:58.862631,1,1,2,25,85,85.013,24.894,0.00001827,1
2026-01-27 00:46:01.772459,1,1,1,25,85,85.047,24.900,0.00001897,1
2026-01-27 00:46:04.530085,1,1,1,25,85,85.112,24.890,0.00001804,1
2026-01-27 00:46:08.385148,1,1,1,23,85,85.232,23.092,0.00001904,1
2026-01-27 00:46:12.279873,1,1,1,22,85,85.112,21.927,0.00001646,1
2026-01-27 00:46:15.761581,1,1,1,22,85,85.243,22.070,0.00001535,1
2026-01-27 00:46:18.625713,1,1,1,22,85,85.236,21.917,0.00001994,1
2026-01-27 00:46:21.390662,1,1,1,21,83,83.457,21.055,0.00002188,1
2026-01-27 00:46:25.281090,1,1,1,21,80,80.066,20.925,0.00002292,1
2026-01-27 00:46:28.545981,1,1,1,21,77,77.154,21.042,0.00001974,1
2026-01-27 00:46:32.448446,1,1,1,21,77,76.615,21.054,0.00003265,1
2026-01-27 00:46:35.317916,1,1,1,21,77,76.897,21.036,0.00001999,1
2026-01-27 00:46:38.101199,1,1,1,21,77,76.697,20.985,0.00002271,1
2026-01-27 00:46:42.076809,1,1,1,21,77,76.627,21.028,0.00001928,1
2026-01-27 00:46:44.944271,1,1,1,22,77,76.603,21.938,0.00001912,1
2026-01-27 00:46:48.221057,1,1,1,22,77,76.838,22.014,0.00002230,1
2026-01-27 00:46:52.023179,1,1,1,23,79,78.576,22.851,0.00002532,1
2026-01-27 00:46:54.980007,1,1,1,23,82,81.719,23.026,0.00002941,1
2026-01-27 00:46:58.737145,1,2,1,24,85,84.826,23.834,0.00003766,1
2026-01-27 00:47:01.636464,1,1,1,24,88,87.971,24.027,0.00003844,1
2026-01-27 00:47:05.458090,1,1,1,24,88,88.161,23.886,0.00003568,1
2026-01-27 00:47:08.321006,1,1,1,24,88,88.159,23.893,0.00002961,1
2026-01-27 00:47:11.123922,1,1,1,24,88,88.023,23.867,0.00003573,1
2026-01-27 00:47:14.585511,1,1,2,25,88,88.224,24.738,0.00002592,1
2026-01-27 00:47:17.393597,1,1,3,25,88,87.992,24.937,0.00003239,1
2026-01-27 00:47:20.303375,1,1,2,25,88,87.991,24.864,0.00002556,1
2026-01-27 00:47:23.119463,1,1,1,25,88,87.966,24.890,0.00002295,1
2026-01-27 00:47:26.923261,1,1,1,25,88,88.102,24.887,0.00002422,1
