Timestamp,Presence,Movement,MovingRange,BreathingRate,HeartRate,PredHeart,PredBreath,AnomalyScore,IsAnomaly
2025-12-13 16:06:02.289487,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:06:06.214253,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:06:09.559643,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:06:13.322006,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:06:17.176107,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:06:20.485168,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:06:23.309308,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:06:27.171307,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:06:30.461214,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:06:34.271389,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:06:38.630697,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:06:41.940470,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:06:45.299528,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:06:49.159249,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:06:52.468271,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:06:56.277263,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:07:00.641499,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:07:03.946799,1,1,4,0,0,2.187,0.389,0.000218,0
2025-12-13 16:07:08.256180,1,1,1,0,0,1.962,0.348,0.000269,0
2025-12-13 16:07:12.616052,1,1,1,0,0,1.981,0.34,0.000216,0
2025-12-13 16:07:15.925182,1,1,1,0,0,1.992,0.338,0.000214,0
2025-12-13 16:07:19.734081,1,1,1,0,0,1.997,0.339,0.000215,0
2025-12-13 16:07:23.596423,1,1,1,0,0,1.999,0.34,0.000216,0
2025-12-13 16:07:27.353351,1,1,1,0,0,2.0,0.341,0.000217,0
2025-12-13 16:07:31.213101,1,1,1,0,0,2.001,0.342,0.000217,0
2025-12-13 16:07:34.174112,1,1,1,0,0,2.001,0.342,0.000217,0
2025-12-13 16:07:37.481503,1,1,1,0,0,2.002,0.342,0.000218,0
2025-12-13 16:07:41.347947,1,1,1,0,0,2.002,0.342,0.000218,0
2025-12-13 16:07:45.202048,1,1,1,0,0,2.002,0.343,0.000218,0
2025-12-13 16:07:48.508374,1,1,1,0,0,2.002,0.343,0.000218,0
2025-12-13 16:07:52.320128,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:07:56.676563,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:07:59.489771,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:08:03.344712,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:08:07.204067,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:08:10.512864,1,1,2,0,0,2.064,0.358,0.000218,0
2025-12-13 16:08:14.355275,1,1,1,0,0,1.989,0.344,0.000235,0
2025-12-13 16:08:18.683698,1,1,1,0,0,1.996,0.342,0.000218,0
2025-12-13 16:08:21.554256,1,1,1,0,0,2.0,0.341,0.000217,0
2025-12-13 16:08:24.350054,1,2,11,0,0,2.62,0.494,0.000217,0
2025-12-13 16:08:28.263981,1,2,1,0,0,1.864,0.358,0.000408,0
2025-12-13 16:08:31.619007,1,1,1,0,0,1.931,0.331,0.00021,0
2025-12-13 16:08:35.378449,1,1,1,0,0,1.967,0.327,0.000203,0
2025-12-13 16:08:39.237560,1,1,1,0,0,1.982,0.331,0.000206,0
2025-12-13 16:08:42.548676,1,1,1,0,0,1.988,0.334,0.000209,0
2025-12-13 16:08:45.363572,1,1,1,0,0,1.992,0.337,0.000212,0
2025-12-13 16:08:49.214576,1,1,1,0,0,1.994,0.339,0.000214,0
2025-12-13 16:08:52.523433,1,1,1,0,0,1.996,0.34,0.000215,0
2025-12-13 16:08:56.333158,1,2,1,0,0,1.998,0.341,0.000216,0
2025-12-13 16:09:00.692915,1,1,1,0,0,1.999,0.341,0.000217,0
2025-12-13 16:09:04.002564,1,2,1,0,0,2.0,0.342,0.000217,0
2025-12-13 16:09:07.361361,1,1,1,0,0,2.001,0.342,0.000217,0
2025-12-13 16:09:11.221593,1,1,1,0,0,2.001,0.342,0.000218,0
2025-12-13 16:09:14.530544,1,1,1,0,0,2.002,0.343,0.000218,0
2025-12-13 16:09:18.340543,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:09:22.699772,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:09:26.009182,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:09:29.816649,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:09:33.726079,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:09:36.533895,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:09:40.844232,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:09:44.705806,1,1,1,0,0,2.003,0.343,0.000218,0
2025-12-13 16:09:48.012211,1,1,1,0,0,2.003,0.343,0.000218,0
