Timestamp,Presence,Movement,MovingRange,BreathingRate,HeartRate,PredHeart,PredBreath,AnomalyScore,IsAnomaly
2025-12-11 14:33:05.238643,1,1,1,0,0,3.741,0.63,0.0,0
2025-12-11 14:33:09.108903,1,1,1,0,0,4.346,0.806,0.000752,0
2025-12-11 14:33:12.854163,1,1,1,0,0,4.651,0.929,0.001106,0
2025-12-11 14:33:16.744916,1,1,1,0,0,4.817,0.998,0.00136,0
2025-12-11 14:33:21.127210,1,1,1,0,0,4.911,1.03,0.001516,0
2025-12-11 14:33:24.473142,1,1,2,0,0,5.124,1.049,0.001596,0
2025-12-11 14:33:28.356820,1,1,1,0,0,4.966,1.042,0.001694,0
2025-12-11 14:33:31.669021,1,2,18,0,0,7.176,1.04,0.001634,0
2025-12-11 14:33:34.467844,1,2,8,0,0,4.086,0.694,0.002461,0
2025-12-11 14:33:38.332080,1,2,20,0,0,5.349,0.589,0.000903,0
2025-12-11 14:33:42.848533,1,2,12,0,0,3.295,0.284,0.001164,0
2025-12-11 14:33:46.747858,1,2,33,0,0,5.719,0.434,0.000401,0
2025-12-11 14:33:50.057422,1,2,7,0,0,1.588,-0.019,0.001165,0
2025-12-11 14:33:53.814662,1,2,41,0,0,5.703,0.46,7.8e-05,0
2025-12-11 14:33:58.172523,1,2,25,0,0,3.077,0.169,0.001178,0
2025-12-11 14:34:03.702069,1,2,25,0,0,2.909,0.163,0.000316,0
2025-12-11 14:34:04.325195,1,2,10,0,0,1.31,-0.065,0.000284,0
2025-12-11 14:34:08.198387,1,2,78,0,0,7.965,1.254,5.7e-05,0
2025-12-11 14:34:11.464992,1,2,16,0,0,1.905,0.029,0.003225,0
2025-12-11 14:34:15.299142,1,2,8,0,0,0.646,-0.164,0.000113,0
2025-12-11 14:34:19.177260,1,2,9,0,0,0.846,-0.036,3.4e-05,0
2025-12-11 14:34:22.895445,1,2,10,0,0,1.297,0.097,2.3e-05,0
2025-12-11 14:34:25.827966,1,2,32,0,0,3.772,0.555,6e-05,0
2025-12-11 14:34:30.219502,1,2,8,0,0,1.403,0.083,0.000688,0
2025-12-11 14:34:34.776892,1,2,10,0,0,1.693,0.133,6.7e-05,0
2025-12-11 14:34:37.494196,1,2,69,0,0,7.389,1.244,0.000103,0
2025-12-11 14:34:41.368234,1,2,60,0,0,5.973,1.037,0.002929,0
2025-12-11 14:34:45.184245,1,2,28,0,0,2.759,0.244,0.001966,0
2025-12-11 14:34:48.990762,1,2,27,0,0,2.165,0.166,0.000283,0
2025-12-11 14:34:52.752167,1,2,18,0,0,1.29,0.037,0.000167,0
2025-12-11 14:34:56.056112,1,2,13,0,0,0.962,0.019,5.3e-05,0
2025-12-11 14:34:59.877378,1,2,20,0,0,1.94,0.244,2.9e-05,0
2025-12-11 14:35:04.233165,1,2,15,0,0,1.763,0.184,0.000164,0
2025-12-11 14:35:07.530209,1,2,13,0,0,1.745,0.173,0.000123,0
2025-12-11 14:35:11.347659,1,2,8,0,0,1.414,0.11,0.000118,0
2025-12-11 14:35:14.286492,1,2,16,0,0,2.393,0.286,7.2e-05,0
2025-12-11 14:35:18.683686,1,2,44,0,0,5.118,0.789,0.000243,0
2025-12-11 14:35:21.518486,1,2,83,0,0,8.077,1.54,0.00131,0
2025-12-11 14:35:25.378753,1,2,97,0,0,8.637,1.886,0.003919,0
2025-12-11 14:35:29.167787,1,2,78,0,0,7.256,1.426,0.005159,0
2025-12-11 14:35:33.001828,1,2,24,0,0,2.449,-0.041,0.003259,0
2025-12-11 14:35:35.877096,1,2,24,0,0,0.877,-0.138,0.000187,0
2025-12-11 14:35:40.210534,1,2,3,0,0,-1.187,-0.46,3.9e-05,0
2025-12-11 14:35:43.519248,1,2,30,0,0,1.816,0.318,0.000213,0
