Timestamp,Presence,Movement,MovingRange,BreathingRate,HeartRate,FallState,DwellState
2025-11-26 15:14:26.645056,1,2,12,20,86,0,0
2025-11-26 15:14:41.027669,1,2,12,20,86,0,0
2025-11-26 15:14:54.923959,1,2,14,18,84,0,0
