Timestamp,Presence,Movement,MovingRange,BreathingRate,HeartRate,FallState,DwellState
2025-12-03 00:07:51.129596,1,1,1,0,0,0,0
2025-12-03 00:08:05.193727,1,1,1,0,0,0,0
2025-12-03 00:08:18.642338,1,2,6,0,0,0,0
2025-12-03 00:08:33.160610,1,2,33,0,0,0,0
2025-12-03 00:08:46.131873,1,1,3,23,100,0,0
2025-12-03 00:08:58.939372,1,2,1,22,100,0,0
2025-12-03 00:09:11.761673,1,1,1,21,95,0,0
2025-12-03 00:09:24.669500,1,1,1,18,90,0,0
2025-12-03 00:09:38.124421,1,1,1,18,86,0,0
2025-12-03 00:09:51.486365,1,1,1,18,71,0,0
2025-12-03 00:10:04.355643,1,1,1,18,71,0,0
2025-12-03 00:10:17.306706,1,1,1,18,67,0,0
2025-12-03 00:10:31.218146,1,1,1,17,70,0,0
2025-12-03 00:10:45.128734,1,1,1,17,67,0,0
2025-12-03 00:10:57.943860,1,1,3,16,67,0,0
2025-12-03 00:11:10.804302,1,2,1,24,100,0,0
2025-12-03 00:11:24.670956,1,2,35,24,100,0,0
2025-12-03 00:11:37.531160,1,2,30,23,100,0,0
2025-12-03 00:11:50.343940,1,2,10,23,100,0,0
2025-12-03 00:12:04.255142,1,2,20,24,100,0,0
2025-12-03 00:12:17.620665,1,2,4,24,100,0,0
2025-12-03 00:12:30.385789,1,1,4,21,100,0,0
2025-12-03 00:12:43.298607,1,2,2,20,91,0,0
2025-12-03 00:12:58.817538,1,1,4,18,85,0,0
2025-12-03 00:13:12.682634,1,2,4,19,65,0,0
2025-12-03 00:13:26.000011,1,1,1,20,67,0,0
2025-12-03 00:13:39.405777,1,1,2,20,76,0,0
2025-12-03 00:13:52.317591,1,2,3,21,76,0,0
2025-12-03 00:14:05.135700,1,2,1,21,76,0,0
2025-12-03 00:14:17.947082,1,2,2,20,66,0,0
2025-12-03 00:14:30.810394,1,2,64,19,62,0,0
2025-12-03 00:14:44.725727,1,2,3,24,100,0,0
2025-12-03 00:14:57.585127,1,2,1,24,100,0,0
2025-12-03 00:15:10.401783,1,2,8,19,100,0,0
2025-12-03 00:15:24.267576,1,2,1,17,88,0,0
2025-12-03 00:15:39.332410,1,1,3,17,69,0,0
2025-12-03 00:15:53.298576,1,2,2,17,71,0,0
2025-12-03 00:16:06.159534,1,1,1,17,81,0,0
2025-12-03 00:16:19.021026,1,2,2,17,81,0,0
2025-12-03 00:16:31.935152,1,2,1,17,81,0,0
2025-12-03 00:16:45.355731,1,2,1,17,72,0,0
2025-12-03 00:16:58.158225,1,2,3,17,74,0,0
2025-12-03 00:17:11.674045,1,2,5,18,70,0,0
2025-12-03 00:17:24.484122,1,1,1,18,70,0,0
2025-12-03 00:17:37.347685,1,2,12,18,79,0,0
2025-12-03 00:17:50.215443,1,2,5,18,89,0,0
2025-12-03 00:18:03.025008,1,1,1,16,81,0,0
2025-12-03 00:18:15.937846,1,1,1,16,67,0,0
2025-12-03 00:18:29.347411,1,1,1,15,64,0,0
2025-12-03 00:18:42.720303,1,1,1,13,63,0,0
2025-12-03 00:18:55.479490,1,2,2,13,63,0,0
2025-12-03 00:19:09.389915,1,1,1,15,70,0,0
2025-12-03 00:19:22.204400,1,2,3,15,71,0,0
2025-12-03 00:19:36.025150,1,2,1,15,71,0,0
2025-12-03 00:19:49.439639,1,2,14,15,73,0,0
2025-12-03 00:20:02.898223,1,2,5,14,72,0,0
2025-12-03 00:20:16.224602,1,2,10,14,74,0,0
2025-12-03 00:20:30.070128,1,2,4,12,71,0,0
2025-12-03 00:20:43.079991,1,2,13,23,100,0,0
2025-12-03 00:20:55.999588,1,1,16,22,100,0,0
2025-12-03 00:21:08.913422,1,1,1,21,89,0,0
2025-12-03 00:21:21.717618,1,1,2,21,70,0,0
2025-12-03 00:21:34.632754,1,1,1,20,74,0,0
2025-12-03 00:21:48.993193,1,2,4,22,81,0,0
2025-12-03 00:22:02.955733,1,2,5,18,67,0,0
2025-12-03 00:22:16.280615,1,1,1,16,66,0,0
2025-12-03 00:22:30.139310,1,2,2,16,66,0,0
2025-12-03 00:22:43.052323,1,1,1,16,66,0,0
2025-12-03 00:22:56.963994,1,1,2,15,71,0,0
2025-12-03 00:23:10.329809,1,2,65,15,80,0,0
2025-12-03 00:23:23.195989,1,2,1,15,78,0,0
2025-12-03 00:23:37.014269,1,1,3,15,71,0,0
2025-12-03 00:23:50.370487,1,1,3,15,73,0,0
2025-12-03 00:24:03.197511,1,2,1,15,78,0,0
2025-12-03 00:24:16.099607,1,2,1,15,80,0,0
2025-12-03 00:24:31.169812,1,1,6,14,76,0,0
2025-12-03 00:24:44.080713,1,2,1,14,74,0,0
2025-12-03 00:24:56.997112,1,1,1,14,74,0,0
2025-12-03 00:25:09.812933,1,2,2,14,73,0,0
2025-12-03 00:25:22.726432,1,1,3,14,73,0,0
2025-12-03 00:25:37.141546,1,2,1,13,72,0,0
2025-12-03 00:25:51.554813,1,1,1,13,74,0,0
2025-12-03 00:26:04.368805,1,1,1,14,78,0,0
2025-12-03 00:26:18.178996,1,1,1,14,72,0,0
2025-12-03 00:26:31.593553,1,2,5,14,72,0,0
2025-12-03 00:26:44.458735,1,2,4,14,78,0,0
2025-12-03 00:26:57.272725,1,2,1,14,78,0,0
2025-12-03 00:27:10.181884,1,2,1,14,78,0,0
2025-12-03 00:27:26.725422,1,2,2,14,65,0,0
2025-12-03 00:27:37.862195,1,2,5,14,64,0,0
