Timestamp,Presence,Movement,MovingRange,BreathingRate,HeartRate,PredHeart,PredBreath,AnomalyScore,IsAnomaly
2026-01-25 14:34:23.182237,1,2,1,0,0,0.467,0.059,3.159e-05,0
2026-01-25 14:34:26.737214,1,1,1,0,0,0.468,0.059,3.172e-05,0
2026-01-25 14:34:30.423578,1,2,26,0,0,0.459,0.057,3.152e-05,0
2026-01-25 14:34:34.723818,1,2,15,0,0,0.456,0.059,3.13e-05,0
2026-01-25 14:35:26.306600,1,1,1,24,83,82.953,23.939,0.00011979,0
2026-01-25 14:35:33.611566,1,1,1,24,73,72.88,23.945,0.0001206,0
2026-01-25 14:35:36.471053,1,1,1,24,74,73.085,23.982,0.00010494,0
2026-01-25 14:35:40.567808,1,2,14,24,74,74.53,24.036,8.684e-05,0
2026-01-25 14:35:43.229146,1,2,1,22,72,72.427,22.128,7.178e-05,0
2026-01-25 14:35:46.302384,1,1,1,21,71,70.088,20.908,3.411e-05,0
2026-01-25 14:35:49.578163,1,1,1,21,74,72.477,21.276,7.301e-05,0
2026-01-25 14:35:53.372615,1,2,2,22,77,76.976,22.046,6.415e-05,0
2026-01-25 14:35:56.336508,1,1,1,21,80,79.917,21.138,5.915e-05,0
2026-01-25 14:35:59.716624,1,1,1,19,80,79.376,18.983,2.859e-05,0
2026-01-25 14:36:03.606897,1,1,1,19,80,79.005,19.112,8.183e-05,0
2026-01-25 14:36:07.260048,1,1,1,18,80,79.647,18.207,4.813e-05,0
2026-01-25 14:36:10.181877,1,1,1,17,81,80.572,17.007,4.878e-05,0
2026-01-25 14:36:13.036349,1,1,1,17,84,83.387,17.281,3.066e-05,0
2026-01-25 14:36:16.837194,1,1,1,17,87,86.219,17.172,4.164e-05,0
2026-01-25 14:36:19.785733,1,1,1,19,90,89.241,19.144,3.086e-05,0
2026-01-25 14:36:22.759381,1,1,1,20,93,92.544,20.352,3.938e-05,0
2026-01-25 14:36:26.882320,1,2,5,21,95,94.809,20.959,3.116e-05,0
2026-01-25 14:36:29.938796,1,1,1,22,95,95.46,22.092,3.737e-05,0
2026-01-25 14:36:33.181492,1,1,10,23,95,95.176,23.121,4.238e-05,0
2026-01-25 14:36:36.067606,1,2,31,23,95,94.533,23.144,2.502e-05,0
2026-01-25 14:36:42.958949,1,2,34,23,100,109.73,23.135,7.819e-05,0
2026-01-25 14:36:45.795613,1,2,8,24,100,111.734,23.901,8.997e-05,0
