Timestamp,Presence,Movement,MovingRange,BreathingRate,HeartRate,FallState,DwellState,PredHeart,PredBreath,AnomalyScore,IsAnomaly
2025-12-11 13:32:52.205983,1,2,3,21,82,0,0,79.241,20.062,0.0,0
2025-12-11 13:33:05.512258,1,2,4,19,85,0,0,83.3,18.164,0.00193,0
2025-12-11 13:33:18.414661,1,2,5,19,68,0,0,64.683,17.855,0.007816,0
2025-12-11 13:33:32.238614,1,2,16,22,76,0,0,81.695,21.237,0.017717,0
2025-12-11 13:33:46.267618,1,2,2,20,86,0,0,84.029,18.677,0.0018,0
2025-12-11 13:33:59.788460,1,2,37,23,100,0,0,103.975,22.495,0.02286,0
2025-12-11 13:34:13.711015,1,2,35,24,91,0,0,89.258,22.738,0.007031,0
2025-12-11 13:34:26.613766,1,2,12,22,90,0,0,90.903,20.825,0.000453,0
2025-12-11 13:34:39.413036,1,2,30,23,100,0,0,113.955,22.3,0.017582,0
2025-12-11 13:34:53.340337,1,2,15,22,100,0,0,107.62,20.682,0.000191,0
2025-12-11 13:35:06.638956,1,2,5,13,89,0,0,80.816,11.676,0.057957,1
2025-12-11 13:35:19.460548,1,2,64,24,100,0,0,116.152,24.3,0.151655,1
2025-12-11 13:35:32.867096,1,1,3,24,100,0,0,124.49,22.45,0.001981,0
2025-12-11 13:35:47.202340,1,2,7,20,100,0,0,97.705,18.048,0.017817,0
2025-12-11 13:36:00.514417,1,2,5,21,80,0,0,78.514,19.455,0.01669,0
2025-12-11 13:36:13.417730,1,2,7,20,70,0,0,70.869,18.26,0.002485,0
2025-12-11 13:36:26.320462,1,2,3,20,70,0,0,70.777,18.375,0.002445,0
2025-12-11 13:36:39.094931,1,2,3,20,74,0,0,74.282,18.736,0.002434,0
2025-12-11 13:36:52.055073,1,1,1,19,72,0,0,71.075,17.93,0.000217,0
2025-12-11 13:37:05.949523,1,1,1,20,72,0,0,72.048,19.353,0.003455,0
2025-12-11 13:37:20.279646,1,1,1,17,71,0,0,70.221,16.525,0.004463,0
2025-12-11 13:37:33.294303,1,2,6,16,71,0,0,71.445,16.07,0.00024,0
2025-12-11 13:37:47.011387,1,1,6,18,71,0,0,71.957,17.528,0.002987,0
2025-12-11 13:37:59.868222,1,2,9,18,71,0,0,72.784,17.583,0.000207,0
2025-12-11 13:38:13.786639,1,2,2,18,71,0,0,71.1,17.092,0.000238,0
2025-12-11 13:38:27.097707,1,2,2,18,69,0,0,69.124,17.018,0.000796,0
2025-12-11 13:38:40.980971,1,2,8,16,65,0,0,65.91,15.26,0.001357,0
2025-12-11 13:38:54.396005,1,2,4,18,65,0,0,66.489,17.22,0.006032,0
2025-12-11 13:39:07.219286,1,1,2,19,65,0,0,65.827,17.63,0.002603,0
2025-12-11 13:39:20.093811,1,2,2,21,65,0,0,66.514,19.828,0.009105,0
2025-12-11 13:39:32.921977,1,2,4,19,65,0,0,66.242,17.794,0.000619,0
2025-12-11 13:39:46.207541,1,1,1,18,65,0,0,65.558,16.881,8.2e-05,0
2025-12-11 13:39:59.109679,1,2,6,17,65,0,0,66.585,16.727,2.1e-05,0
